epoch,step,train_loss
0,49,0.6583716869354248
0,99,0.4818870723247528
0,149,0.7180003523826599
0,199,0.5565603971481323
0,249,0.8048344254493713
0,299,0.6156925559043884
0,349,0.4864644408226013
0,399,0.31673672795295715
0,449,0.2881408631801605
0,499,0.6826063394546509
0,549,0.6331619620323181
0,599,0.3364354074001312
0,649,0.421272337436676
0,699,0.217946857213974
0,749,0.3413333296775818
0,799,0.2600991427898407
0,849,0.406372606754303
0,899,0.5233873128890991
0,949,0.5373785495758057
0,999,0.13846096396446228
0,1049,0.4467673897743225
0,1099,0.4162290692329407
0,1149,0.6248148679733276
0,1199,0.24693290889263153
0,1249,0.2731132209300995
0,1299,0.3428135812282562
0,1349,0.4949815273284912
0,1399,0.3080078959465027
0,1449,0.1464916616678238
0,1499,0.20477063953876495
0,1549,0.3458997905254364
0,1599,0.41211193799972534
0,1649,0.26995187997817993
0,1699,0.31150999665260315
0,1749,0.4269394874572754
0,1799,0.14833074808120728
0,1849,0.2653366029262543
0,1899,0.43601757287979126
0,1949,0.1713341474533081
0,1999,0.2832423448562622
0,2049,0.15268675982952118
0,2099,0.33205726742744446
0,2149,0.22890235483646393
1,2199,0.08027773350477219
1,2249,0.1551785171031952
1,2299,0.22965306043624878
1,2349,0.44262176752090454
1,2399,0.2970219552516937
1,2449,0.07234244793653488
1,2499,0.25666218996047974
1,2549,0.30178356170654297
1,2599,0.25402626395225525
1,2649,0.1922285556793213
1,2699,0.14347393810749054
1,2749,0.0759844109416008
1,2799,0.2056247442960739
1,2849,0.28678399324417114
1,2899,0.2179195135831833
1,2949,0.24881410598754883
1,2999,0.17244383692741394
1,3049,0.6615480184555054
1,3099,0.1853950470685959
1,3149,0.18126823008060455
1,3199,0.16564908623695374
1,3249,0.20453590154647827
1,3299,0.5933875441551208
1,3349,0.3413403332233429
1,3399,0.2119103968143463
1,3449,0.15075135231018066
1,3499,0.08509872108697891
1,3549,0.2944110631942749
1,3599,0.3916645050048828
1,3649,0.1402335911989212
1,3699,0.3389754593372345
1,3749,0.1838880181312561
1,3799,0.1302386224269867
1,3849,0.14384527504444122
1,3899,0.10983909666538239
1,3949,0.06549915671348572
1,3999,0.36778590083122253
1,4049,0.09289319068193436
1,4099,0.04811711981892586
1,4149,0.26934248208999634
1,4199,0.059133291244506836
1,4249,0.16445517539978027
1,4299,0.12433226406574249
2,4349,0.05290519818663597
2,4399,0.18068857491016388
2,4449,0.4523564577102661
2,4499,0.12944522500038147
2,4549,0.2750316858291626
2,4599,0.18977907299995422
2,4649,0.13283203542232513
2,4699,0.32330387830734253
2,4749,0.3705480098724365
2,4799,0.07160373777151108
2,4849,0.03191053494811058
2,4899,0.08120366930961609
2,4949,0.13219453394412994
2,4999,0.22104670107364655
2,5049,0.266250878572464
2,5099,0.2539747953414917
2,5149,0.3004853427410126
2,5199,0.19863317906856537
2,5249,0.12794561684131622
2,5299,0.11691732704639435
2,5349,0.2077721357345581
2,5399,0.049949049949645996
2,5449,0.3295467495918274
2,5499,0.15293443202972412
2,5549,0.05376530438661575
2,5599,0.34927165508270264
2,5649,0.1406395435333252
2,5699,0.17161411046981812
2,5749,0.01689562387764454
2,5799,0.06944482028484344
2,5849,0.06052553653717041
2,5899,0.17619922757148743
2,5949,0.19702240824699402
2,5999,0.08718623965978622
2,6049,0.18664634227752686
2,6099,0.04655057564377785
2,6149,0.07567135989665985
2,6199,0.07160443812608719
2,6249,0.013473156839609146
2,6299,0.17492830753326416
2,6349,0.06321578472852707
2,6399,0.41250529885292053
2,6449,0.042262326925992966
3,6499,0.21923962235450745
3,6549,0.09973328560590744
3,6599,0.5486313104629517
3,6649,0.12301021814346313
3,6699,0.17937515676021576
3,6749,0.1745147556066513
3,6799,0.3024318218231201
3,6849,0.2512694299221039
3,6899,0.22423183917999268
3,6949,0.08123219758272171
3,6999,0.1591174453496933
3,7049,0.026453793048858643
3,7099,0.4608100652694702
3,7149,0.06438109278678894
3,7199,0.3524700403213501
3,7249,0.32417556643486023
3,7299,0.10893598198890686
3,7349,0.14945901930332184
3,7399,0.025301827117800713
3,7449,0.022133296355605125
3,7499,0.05374624952673912
3,7549,0.3527224361896515
3,7599,0.16334375739097595
3,7649,0.4803169369697571
3,7699,0.39742395281791687
3,7749,0.1038479208946228
3,7799,0.7450492978096008
3,7849,0.10246039181947708
3,7899,0.01081915944814682
3,7949,0.12265671044588089
3,7999,0.06330010294914246
3,8049,0.12597151100635529
3,8099,0.12074408680200577
3,8149,0.22810114920139313
3,8199,0.3089059591293335
3,8249,0.2271154671907425
3,8299,0.11360068619251251
3,8349,0.038578182458877563
3,8399,0.14694830775260925
3,8449,0.15649330615997314
3,8499,0.28414303064346313
3,8549,0.032336968928575516
3,8599,0.20731516182422638
4,8649,0.08574330061674118
4,8699,0.01516843680292368
4,8749,0.014707897789776325
4,8799,0.3910185694694519
4,8849,0.09070030599832535
4,8899,0.25368261337280273
4,8949,0.0842767283320427
4,8999,0.11713452637195587
4,9049,0.01717713102698326
4,9099,0.1016598492860794
4,9149,0.2866654396057129
4,9199,0.2704659700393677
4,9249,0.10700871050357819
4,9299,0.05526300519704819
4,9349,0.2148779183626175
4,9399,0.20612762868404388
4,9449,0.059572670608758926
4,9499,0.09948834776878357
4,9549,0.04649228975176811
4,9599,0.05811048671603203
4,9649,0.04479614645242691
4,9699,0.2364811897277832
4,9749,0.0493297278881073
4,9799,0.15196318924427032
4,9849,0.12506084144115448
4,9899,0.13954021036624908
4,9949,0.023187650367617607
4,9999,0.04043608531355858
4,10049,0.1800490915775299
4,10099,0.10304160416126251
4,10149,0.8085885643959045
4,10199,0.23044560849666595
4,10249,0.23666906356811523
4,10299,0.16561682522296906
4,10349,0.05106677487492561
4,10399,0.21213661134243011
4,10449,0.20833970606327057
4,10499,0.12400113791227341
4,10549,0.08028780668973923
4,10599,0.05034036189317703
4,10649,0.10559508949518204
4,10699,0.23757538199424744
4,10749,0.017378171905875206
4,10799,0.007134045008569956
5,10849,0.07216361165046692
5,10899,0.017524758353829384
5,10949,0.04346747323870659
5,10999,0.22371412813663483
5,11049,0.17999069392681122
5,11099,0.07428745925426483
5,11149,0.3847588002681732
5,11199,0.24506613612174988
5,11249,0.22021286189556122
5,11299,0.19519241154193878
5,11349,0.07122567296028137
5,11399,0.28458383679389954
5,11449,0.018269827589392662
5,11499,0.014648191630840302
5,11549,0.008764000609517097
5,11599,0.014718455262482166
5,11649,0.11451729387044907
5,11699,0.18301740288734436
5,11749,0.0940275713801384
5,11799,0.37116512656211853
5,11849,0.3545357286930084
5,11899,0.034040119498968124
5,11949,0.0890936404466629
5,11999,0.26047149300575256
5,12049,0.23144707083702087
5,12099,0.18357497453689575
5,12149,0.05025900900363922
5,12199,0.09762708842754364
5,12249,0.18139314651489258
5,12299,0.2950669229030609
5,12349,0.06709921360015869
5,12399,0.06844643503427505
5,12449,0.046210989356040955
5,12499,0.02931484952569008
5,12549,0.11513061076402664
5,12599,0.12162510305643082
5,12649,0.047747284173965454
5,12699,0.025500288233160973
5,12749,0.17271806299686432
5,12799,0.17066453397274017
5,12849,0.4323119521141052
5,12899,0.062273040413856506
5,12949,0.02317579835653305
6,12999,0.20237401127815247
6,13049,0.10354956239461899
6,13099,0.01669861376285553
6,13149,0.07381311804056168
6,13199,0.1076694205403328
6,13249,0.07963977009057999
6,13299,0.010000091046094894
6,13349,0.006314863916486502
6,13399,0.039726756513118744
6,13449,0.0955066904425621
6,13499,0.008636968210339546
6,13549,0.21591776609420776
6,13599,0.012598702684044838
6,13649,0.024700086563825607
6,13699,0.24236710369586945
6,13749,0.03401840850710869
6,13799,0.3056463897228241
6,13849,0.048271480947732925
6,13899,0.07893824577331543
6,13949,0.12960512936115265
6,13999,0.025927145034074783
6,14049,0.08676071465015411
6,14099,0.12204039096832275
6,14149,0.09624923765659332
6,14199,0.5102760791778564
6,14249,0.12442225217819214
6,14299,0.058998968452215195
6,14349,0.2844056785106659
6,14399,0.10684914886951447
6,14449,0.00546611100435257
6,14499,0.10104593634605408
6,14549,0.10477523505687714
6,14599,0.04005492478609085
6,14649,0.1671837568283081
6,14699,0.09811533987522125
6,14749,0.3979601562023163
6,14799,0.3370216488838196
6,14849,0.04904210567474365
6,14899,0.06565964221954346
6,14949,0.06888844817876816
6,14999,0.6930697560310364
6,15049,0.08177240192890167
6,15099,0.07739036530256271
7,15149,0.019716469570994377
7,15199,0.033797770738601685
7,15249,0.28032445907592773
7,15299,0.09367012977600098
7,15349,0.08043798059225082
7,15399,0.1661503165960312
7,15449,0.03995155170559883
7,15499,0.04278121143579483
